Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;991;11;1
Rust(Stadt);102;2000;77;0;0
Eisenstadt-Umgebung;103;43861;2410;25;3
Güssing;104;25770;1858;57;6
Jennersdorf;105;17109;1315;26;4
Mattersburg;106;40316;2325;34;5
Neusiedl am See;107;60397;3310;42;13
Oberpullendorf;108;37453;2254;41;6
Oberwart;109;54209;3735;95;22
Klagenfurt Stadt;201;101765;6402;159;57
Villach Stadt;202;63236;3982;68;17
Hermagor;203;18052;1926;30;5
Klagenfurt Land;204;60503;4236;67;17
Sankt Veit an der Glan;205;53880;4015;100;11
Spittal an der Drau;206;75628;5916;124;39
Villach Land;207;64920;4529;87;17
Völkermarkt;208;41834;3729;62;9
Wolfsberg;209;52488;3518;73;7
Feldkirchen;210;29783;2425;52;5
Krems an der Donau(Stadt);301;24837;1416;31;4
Sankt Pölten(Stadt);302;55878;3974;59;16
Waidhofen an der Ybbs(Stadt);303;11134;917;14;1
Wiener Neustadt(Stadt);304;46456;3930;88;6
Amstetten;305;116592;10130;133;35
Baden;306;147113;10101;132;48
Bruck an der Leitha;307;105507;6242;94;15
Gänserndorf;308;105824;6119;72;28
Gmünd;309;36275;2762;44;6
Hollabrunn;310;51332;2675;54;13
Horn;311;30838;1560;27;16
Korneuburg;312;91777;4482;51;34
Krems(Land);313;56559;3342;41;9
Lilienfeld;314;25474;1713;50;6
Melk;315;78281;5846;102;28
Mistelbach;316;75655;3825;34;20
Mödling;317;119240;6572;125;42
Neunkirchen;318;86323;6038;102;24
Sankt Pölten(Land);319;132064;8101;140;31
Scheibbs;320;41567;3812;44;12
Tulln;321;105762;5529;95;25
Waidhofen an der Thaya;322;25531;1695;14;3
Wiener Neustadt(Land);323;79033;5350;96;32
Zwettl;325;41827;3365;39;7
Linz(Stadt);401;206537;14160;224;91
Steyr(Stadt);402;37952;2496;20;7
Wels(Stadt);403;62654;5736;82;23
Braunau am Inn;404;106492;9350;111;42
Eferding;405;33368;2838;37;7
Freistadt;406;66922;5577;93;7
Gmunden;407;102102;7922;113;41
Grieskirchen;408;65137;5316;75;34
Kirchdorf an der Krems;409;57163;4347;84;41
Linz-Land;410;152391;10404;91;53
Perg;411;69241;5953;77;33
Ried im Innkreis;412;61850;6047;102;22
Rohrbach;413;56623;5149;97;16
Schärding;414;57438;5352;73;12
Steyr-Land;415;60936;4359;71;17
Urfahr-Umgebung;416;86235;6197;76;17
Vöcklabruck;417;137993;11643;162;38
Wels-Land;418;74574;5787;64;15
Salzburg(Stadt);501;155416;11975;144;80
Hallein;502;60992;6775;65;24
Salzburg-Umgebung;503;154624;12596;125;73
Sankt Johann im Pongau;504;81392;9784;114;47
Tamsweg;505;20118;2500;43;1
Zell am See;506;88168;7570;106;49
Graz(Stadt);601;291134;16713;314;131
Deutschlandsberg;603;60871;4129;112;22
Graz-Umgebung;606;157853;9034;253;51
Leibnitz;610;85294;5984;112;26
Leoben;611;59151;3403;113;29
Liezen;612;79592;5493;114;13
Murau;614;27449;2014;30;18
Voitsberg;616;50947;3475;120;7
Weiz;617;90916;6245;147;11
Murtal;620;71356;5154;173;7
Bruck-Mürzzuschlag;621;98054;6181;249;45
Hartberg-Fürstenfeld;622;90619;7441;186;22
Südoststeiermark;623;83841;6068;172;15
Innsbruck-Stadt;701;131059;9943;98;40
Imst;702;60922;5523;39;4
Innsbruck-Land;703;181698;14108;137;55
Kitzbühel;704;64676;4569;43;42
Kufstein;705;111080;9529;138;45
Landeck;706;44346;3722;49;7
Lienz;707;48814;5583;47;91
Reutte;708;33054;2113;6;17
Schwaz;709;84456;9049;132;13
Bludenz;801;64368;4295;48;23
Bregenz;802;135310;10123;107;67
Dornbirn;803;90502;7825;76;27
Feldkirch;804;109057;8482;76;61
Wien;900;1920949;141970;2368;973
